index;stock;fator
2016-02-01;BCRI11;0,9880966164023854
2016-01-04;BCRI11;0,9906533858398305
2015-12-01;BCRI11;0,9912817900883619
2015-11-03;BCRI11;0,9915527312387484
2015-10-01;BCRI11;0,9915838598883092
2015-09-01;BCRI11;0,9918692491274248
2015-08-03;BCRI11;0,9914878180243577
2015-05-06;BDLL4;0,8984347826086956
2017-04-04;BEEF3;0,9730061349693252
2017-09-01;BEES3;0,9956873315363881
2017-08-01;BEES3;0,9953641039523552
2017-07-21;BEES3;0,9978647304020439
2017-07-03;BEES3;0,995234567223701
2017-06-01;BEES3;0,9952559924306138
2017-05-02;BEES3;0,9951120849485927
2017-04-03;BEES3;0,9956610490561107
2017-03-01;BEES3;0,9958147176235328
2017-02-01;BEES3;0,995400575697037
2017-01-02;BEES3;0,9943930039927527
2016-12-01;BEES3;0,9940535016051709
2016-11-01;BEES3;0,9944894475410799
2016-10-03;BEES3;0,9943532293178519
2016-09-01;BEES3;0,9943957913798219
2016-08-01;BEES3;0,9935830534745542
2016-07-01;BEES3;0,99220878746594
2016-06-01;BEES3;0,9933239582562357
2016-05-04;BEES3;0,9947930149646889
2016-05-02;BEES3;0,9931796166414382
2016-04-01;BEES3;0,9919275765268432
2016-03-01;BEES3;0,9922448979591836
2016-02-01;BEES3;0,9914438502673797
2016-01-04;BEES3;0,9929881337648327
2015-12-01;BEES3;0,993421449695214
2015-11-03;BEES3;0,9933456105710815
2015-10-01;BEES3;0,9934751126804106
2015-09-01;BEES3;0,9932357180293502
2015-08-03;BEES3;0,9936265077204675
2015-07-29;BEES3;0,9868332661561198
2015-07-01;BEES3;0,9947747587494998
2015-06-01;BEES3;0,9953368562050134
2015-05-04;BEES3;0,9945766417220213
2015-04-01;BEES3;0,9950521277646572
2015-03-02;BEES3;0,9940705979872121
2015-02-02;BEES3;0,9947332757304039
2015-01-28;BEES3;0,9963899915628157
2015-01-19;BEES3;5,000515397500322
2015-01-02;BEES3;0,9954156091370558
2014-12-01;BEES3;0,9950128090466736
2017-09-01;BEES4;0,9958441558441559
2017-08-01;BEES4;0,9953388190553114
2017-07-21;BEES4;0,9981491872406992
2017-07-03;BEES4;0,9950102699045708
2017-06-01;BEES4;0,9957251489335747
2017-05-02;BEES4;0,995734465283698
